CustomerName,Country,InvoiceId,InvoiceDate,ProductName,CategoryName,UnitPrice,Quantity,LineTotal
João Fernandes,Portugal,312,2012-10-01 00:00:00,Pilot,TV Shows,1.99,1,1.99
João Fernandes,Portugal,312,2012-10-01 00:00:00,Give Peace a Chance,Pop,0.99,1,0.99
João Fernandes,Portugal,312,2012-10-01 00:00:00,Imagine,Pop,0.99,1,0.99
João Fernandes,Portugal,312,2012-10-01 00:00:00,Beautiful Boy,Pop,0.99,1,0.99
João Fernandes,Portugal,312,2012-10-01 00:00:00,God,Pop,0.99,1,0.99
João Fernandes,Portugal,312,2012-10-01 00:00:00,War Pigs,Rock,0.99,1,0.99
João Fernandes,Portugal,312,2012-10-01 00:00:00,Iron Man/Children of the Grave,Rock,0.99,1,0.99
João Fernandes,Portugal,312,2012-10-01 00:00:00,Still Loving You,Rock,0.99,1,0.99
Julia Barnett,USA,311,2012-09-28 00:00:00,Safety Training,Comedy,1.99,1,1.99
Julia Barnett,USA,311,2012-09-28 00:00:00,The Job,Comedy,1.99,1,1.99
Julia Barnett,USA,311,2012-09-28 00:00:00,"Battlestar Galactica, Pt. 1",Sci Fi & Fantasy,1.99,1,1.99
Julia Barnett,USA,311,2012-09-28 00:00:00,"Lost Planet of the Gods, Pt. 2",Sci Fi & Fantasy,1.99,1,1.99
Julia Barnett,USA,311,2012-09-28 00:00:00,"The Gun On Ice Planet Zero, Pt. 2",Sci Fi & Fantasy,1.99,1,1.99
Julia Barnett,USA,311,2012-09-28 00:00:00,"The Living Legend, Pt. 2",Sci Fi & Fantasy,1.99,1,1.99
Frank Ralston,USA,310,2012-09-27 00:00:00,The Convict,Comedy,1.99,1,1.99
Frank Ralston,USA,310,2012-09-27 00:00:00,Back from Vacation,Comedy,1.99,1,1.99
Frank Ralston,USA,310,2012-09-27 00:00:00,Producer's Cut: The Return,Comedy,1.99,1,1.99
Frank Ralston,USA,310,2012-09-27 00:00:00,Phyllis's Wedding,Comedy,1.99,1,1.99
Dan Miller,USA,308,2012-09-26 00:00:00,The Convention,TV Shows,1.99,1,1.99
Dan Miller,USA,308,2012-09-26 00:00:00,The Coup,TV Shows,1.99,1,1.99
Heather Leacock,USA,309,2012-09-26 00:00:00,The Initiation,TV Shows,1.99,1,1.99
Heather Leacock,USA,309,2012-09-26 00:00:00,Branch Closing,TV Shows,1.99,1,1.99
Tim Goyer,USA,307,2012-09-13 00:00:00,Gay Witch Hunt,TV Shows,1.99,1,1.99
František Wichterlová,Czech Republic,306,2012-09-05 00:00:00,Unchained,Rock,0.99,1,0.99
František Wichterlová,Czech Republic,306,2012-09-05 00:00:00,Humans Being,Rock,0.99,1,0.99
František Wichterlová,Czech Republic,306,2012-09-05 00:00:00,Atomic Punk,Rock,0.99,1,0.99
František Wichterlová,Czech Republic,306,2012-09-05 00:00:00,Dirty Water Dog,Rock,0.99,1,0.99
František Wichterlová,Czech Republic,306,2012-09-05 00:00:00,Do It For The Kids,Rock,0.99,1,0.99
František Wichterlová,Czech Republic,306,2012-09-05 00:00:00,Slither,Rock,0.99,1,0.99
František Wichterlová,Czech Republic,306,2012-09-05 00:00:00,Samba Pra Endrigo,Latin,0.99,1,0.99
František Wichterlová,Czech Republic,306,2012-09-05 00:00:00,Still Of The Night,Metal,0.99,1,0.99
František Wichterlová,Czech Republic,306,2012-09-05 00:00:00,You're Gonna Break My Hart Again,Metal,0.99,1,0.99
František Wichterlová,Czech Republic,306,2012-09-05 00:00:00,Coração Em Desalinho,Latin,0.99,1,0.99
František Wichterlová,Czech Republic,306,2012-09-05 00:00:00,Camarão que Dorme e Onda Leva,Latin,0.99,1,0.99
František Wichterlová,Czech Republic,306,2012-09-05 00:00:00,The Hard Part,Drama,1.99,1,1.99
František Wichterlová,Czech Republic,306,2012-09-05 00:00:00,Hot Girl,TV Shows,1.99,1,1.99
František Wichterlová,Czech Republic,306,2012-09-05 00:00:00,Email Surveillance,TV Shows,1.99,1,1.99
Mark Taylor,Australia,305,2012-08-31 00:00:00,The Unforgettable Fire,Rock,0.99,1,0.99
Mark Taylor,Australia,305,2012-08-31 00:00:00,Sunday Bloody Sunday,Rock,0.99,1,0.99
Mark Taylor,Australia,305,2012-08-31 00:00:00,Two Hearts Beat As One,Rock,0.99,1,0.99
Mark Taylor,Australia,305,2012-08-31 00:00:00,Numb,Rock,0.99,1,0.99
Mark Taylor,Australia,305,2012-08-31 00:00:00,Dirty Day,Rock,0.99,1,0.99
Mark Taylor,Australia,305,2012-08-31 00:00:00,Here I Am (Come And Take Me),Reggae,0.99,1,0.99
Mark Taylor,Australia,305,2012-08-31 00:00:00,C'est La Vie,Reggae,0.99,1,0.99
Mark Taylor,Australia,305,2012-08-31 00:00:00,Cathedral,Rock,0.99,1,0.99
Mark Taylor,Australia,305,2012-08-31 00:00:00,Little Guitars,Rock,0.99,1,0.99
Stanisław Wójcik,Poland,304,2012-08-28 00:00:00,Wake Up Dead Man,Rock,0.99,1,0.99
Stanisław Wójcik,Poland,304,2012-08-28 00:00:00,Hawkmoon 269,Rock,0.99,1,0.99
Stanisław Wójcik,Poland,304,2012-08-28 00:00:00,Silver And Gold,Rock,0.99,1,0.99
Stanisław Wójcik,Poland,304,2012-08-28 00:00:00,When Love Comes To Town,Rock,0.99,1,0.99
Stanisław Wójcik,Poland,304,2012-08-28 00:00:00,Bullet The Blue Sky,Rock,0.99,1,0.99
Stanisław Wójcik,Poland,304,2012-08-28 00:00:00,With Or Without You,Rock,0.99,1,0.99
Ladislav Kovács,Hungary,303,2012-08-27 00:00:00,Do You Feel Loved,Rock,0.99,1,0.99
Ladislav Kovács,Hungary,303,2012-08-27 00:00:00,If God Will Send His Angels,Rock,0.99,1,0.99
Ladislav Kovács,Hungary,303,2012-08-27 00:00:00,Last Night On Earth,Rock,0.99,1,0.99
Ladislav Kovács,Hungary,303,2012-08-27 00:00:00,Miami,Rock,0.99,1,0.99
Marc Dubois,France,301,2012-08-26 00:00:00,All Because Of You,Rock,0.99,1,0.99
Marc Dubois,France,301,2012-08-26 00:00:00,A Man And A Woman,Rock,0.99,1,0.99
Isabelle Mercier,France,302,2012-08-26 00:00:00,One Step Closer,Rock,0.99,1,0.99
Isabelle Mercier,France,302,2012-08-26 00:00:00,Yahweh,Rock,0.99,1,0.99
Dominique Lefebvre,France,300,2012-08-13 00:00:00,City Of Blinding Lights,Rock,0.99,1,0.99
Richard Cunningham,USA,299,2012-08-05 00:00:00,"Crossroads, Pt. 1",Sci Fi & Fantasy,1.99,1,1.99
Richard Cunningham,USA,299,2012-08-05 00:00:00,Seven Minutes to Midnight,Drama,1.99,1,1.99
Richard Cunningham,USA,299,2012-08-05 00:00:00,Company Man,Drama,1.99,1,1.99
Richard Cunningham,USA,299,2012-08-05 00:00:00,Orientation,TV Shows,1.99,1,1.99
Richard Cunningham,USA,299,2012-08-05 00:00:00,House of the Rising Sun,TV Shows,1.99,1,1.99
Richard Cunningham,USA,299,2012-08-05 00:00:00,Lost Survival Guide,Drama,1.99,1,1.99
Richard Cunningham,USA,299,2012-08-05 00:00:00,Enter 77,Drama,1.99,1,1.99
Richard Cunningham,USA,299,2012-08-05 00:00:00,Exposé,Drama,1.99,1,1.99
Richard Cunningham,USA,299,2012-08-05 00:00:00,Catch-22,Drama,1.99,1,1.99
Richard Cunningham,USA,299,2012-08-05 00:00:00,"""?""",TV Shows,1.99,1,1.99
Richard Cunningham,USA,299,2012-08-05 00:00:00,Even Better Than The Real Thing,Rock,0.99,1,0.99
Richard Cunningham,USA,299,2012-08-05 00:00:00,Acrobat,Rock,0.99,1,0.99
Richard Cunningham,USA,299,2012-08-05 00:00:00,Peace On Earth,Rock,0.99,1,0.99
Richard Cunningham,USA,299,2012-08-05 00:00:00,Dancing Barefoot,Rock,0.99,1,0.99
Jack Smith,USA,298,2012-07-31 00:00:00,Formigueiro,Latin,0.99,1,0.99
Jack Smith,USA,298,2012-07-31 00:00:00,O Pulso,Alternative & Punk,0.99,1,0.99
Jack Smith,USA,298,2012-07-31 00:00:00,A Melhor Forma,Alternative & Punk,0.99,1,0.99
Jack Smith,USA,298,2012-07-31 00:00:00,Homem Primata,Alternative & Punk,0.99,1,0.99
Jack Smith,USA,298,2012-07-31 00:00:00,Lugar Nenhum,Alternative & Punk,0.99,1,0.99
Jack Smith,USA,298,2012-07-31 00:00:00,Caras Como Eu,Alternative & Punk,0.99,1,0.99
Jack Smith,USA,298,2012-07-31 00:00:00,Toda Cor,Alternative & Punk,0.99,1,0.99
Jack Smith,USA,298,2012-07-31 00:00:00,"Exodus, Pt. 2",TV Shows,1.99,1,1.99
Jack Smith,USA,298,2012-07-31 00:00:00,The Passage,Science Fiction,1.99,1,1.99
Alexandre Rocha,Brazil,297,2012-07-28 00:00:00,O Descobridor Dos Sete Mares,Latin,0.99,1,0.99
Alexandre Rocha,Brazil,297,2012-07-28 00:00:00,Não Vou Ficar,Latin,0.99,1,0.99
Alexandre Rocha,Brazil,297,2012-07-28 00:00:00,Cristina Nº 2,Latin,0.99,1,0.99
Alexandre Rocha,Brazil,297,2012-07-28 00:00:00,O Que Me Importa,Latin,0.99,1,0.99
Alexandre Rocha,Brazil,297,2012-07-28 00:00:00,Eu Amo Você,Latin,0.99,1,0.99
Alexandre Rocha,Brazil,297,2012-07-28 00:00:00,Nosso Adeus,Latin,0.99,1,0.99
Astrid Gruber,Austria,296,2012-07-27 00:00:00,Won't Get Fooled Again (Full Length Version),Rock,0.99,1,0.99
Astrid Gruber,Austria,296,2012-07-27 00:00:00,5.15,Rock,0.99,1,0.99
Astrid Gruber,Austria,296,2012-07-27 00:00:00,Squeeze Box,Rock,0.99,1,0.99
Astrid Gruber,Austria,296,2012-07-27 00:00:00,You Better You Bet,Rock,0.99,1,0.99
François Tremblay,Canada,294,2012-07-26 00:00:00,Happy Jack,Rock,0.99,1,0.99
François Tremblay,Canada,294,2012-07-26 00:00:00,Pictures Of Lily,Rock,0.99,1,0.99
František Wichterlová,Czech Republic,295,2012-07-26 00:00:00,Magic Bus,Rock,0.99,1,0.99
František Wichterlová,Czech Republic,295,2012-07-26 00:00:00,The Seeker,Rock,0.99,1,0.99
Leonie Köhler,Germany,293,2012-07-13 00:00:00,Boris The Spider,Rock,0.99,1,0.99
Lucas Mancini,Italy,292,2012-07-05 00:00:00,This Is Radio Clash,Alternative & Punk,0.99,1,0.99
Lucas Mancini,Italy,292,2012-07-05 00:00:00,Nico,Rock,0.99,1,0.99
Lucas Mancini,Italy,292,2012-07-05 00:00:00,Lil' Evil,Rock,0.99,1,0.99
Lucas Mancini,Italy,292,2012-07-05 00:00:00,Love,Rock,0.99,1,0.99
Lucas Mancini,Italy,292,2012-07-05 00:00:00,The Crystal Ship,Rock,0.99,1,0.99
Lucas Mancini,Italy,292,2012-07-05 00:00:00,Roxanne,Rock,0.99,1,0.99
Lucas Mancini,Italy,292,2012-07-05 00:00:00,Every Breath You Take,Rock,0.99,1,0.99
Lucas Mancini,Italy,292,2012-07-05 00:00:00,As Tears Go By,Rock,0.99,1,0.99
Lucas Mancini,Italy,292,2012-07-05 00:00:00,You Got Me Rocking,Rock,0.99,1,0.99
Lucas Mancini,Italy,292,2012-07-05 00:00:00,Respectable,Rock,0.99,1,0.99
Lucas Mancini,Italy,292,2012-07-05 00:00:00,Moon Is Up,Rock,0.99,1,0.99
Lucas Mancini,Italy,292,2012-07-05 00:00:00,Mean Disposition,Rock,0.99,1,0.99
Lucas Mancini,Italy,292,2012-07-05 00:00:00,Release,Alternative & Punk,0.99,1,0.99
Lucas Mancini,Italy,292,2012-07-05 00:00:00,Psychopomp,Alternative & Punk,0.99,1,0.99
Niklas Schröder,Germany,291,2012-06-30 00:00:00,Creep,Rock,0.99,1,0.99
Niklas Schröder,Germany,291,2012-06-30 00:00:00,Soldier Side - Intro,Metal,0.99,1,0.99
Niklas Schröder,Germany,291,2012-06-30 00:00:00,Violent Pornography,Metal,0.99,1,0.99
Niklas Schröder,Germany,291,2012-06-30 00:00:00,Dark Corners,Rock,0.99,1,0.99
Niklas Schröder,Germany,291,2012-06-30 00:00:00,Midnight From The Inside Out,Blues,0.99,1,0.99
Niklas Schröder,Germany,291,2012-06-30 00:00:00,Miracle To Me,Blues,0.99,1,0.99
Niklas Schröder,Germany,291,2012-06-30 00:00:00,Title Song,Blues,0.99,1,0.99
Niklas Schröder,Germany,291,2012-06-30 00:00:00,Remedy,Blues,0.99,1,0.99
Niklas Schröder,Germany,291,2012-06-30 00:00:00,Tommy Gun,Alternative & Punk,0.99,1,0.99
Aaron Mitchell,Canada,290,2012-06-27 00:00:00,Bleed Together,Rock,0.99,1,0.99
Aaron Mitchell,Canada,290,2012-06-27 00:00:00,Song For Lorraine,Jazz,0.99,1,0.99
Aaron Mitchell,Canada,290,2012-06-27 00:00:00,Little Linda,Jazz,0.99,1,0.99
Aaron Mitchell,Canada,290,2012-06-27 00:00:00,Tightrope,Blues,0.99,1,0.99
Aaron Mitchell,Canada,290,2012-06-27 00:00:00,Wall Of Denial,Blues,0.99,1,0.99
Aaron Mitchell,Canada,290,2012-06-27 00:00:00,Dead And Bloated,Rock,0.99,1,0.99
Julia Barnett,USA,289,2012-06-26 00:00:00,Outshined,Rock,0.99,1,0.99
Julia Barnett,USA,289,2012-06-26 00:00:00,Spoonman,Rock,0.99,1,0.99
Julia Barnett,USA,289,2012-06-26 00:00:00,Black Hole Sun,Rock,0.99,1,0.99
Julia Barnett,USA,289,2012-06-26 00:00:00,Pretty Noose,Rock,0.99,1,0.99
Frank Ralston,USA,287,2012-06-25 00:00:00,[Untitled],Alternative & Punk,0.99,1,0.99
Frank Ralston,USA,287,2012-06-25 00:00:00,Nothing To Say,Rock,0.99,1,0.99
Richard Cunningham,USA,288,2012-06-25 00:00:00,Loud Love,Rock,0.99,1,0.99
Richard Cunningham,USA,288,2012-06-25 00:00:00,Get On The Snake,Rock,0.99,1,0.99
John Gordon,USA,286,2012-06-12 00:00:00,Real Love,Alternative & Punk,0.99,1,0.99
Kara Nielsen,Denmark,285,2012-06-04 00:00:00,Sir Psycho Sexy,Alternative & Punk,0.99,1,0.99
Kara Nielsen,Denmark,285,2012-06-04 00:00:00,I Could Die For You,Rock,0.99,1,0.99
Kara Nielsen,Denmark,285,2012-06-04 00:00:00,Around The World,Rock,0.99,1,0.99
Kara Nielsen,Denmark,285,2012-06-04 00:00:00,I Like Dirt,Rock,0.99,1,0.99
Kara Nielsen,Denmark,285,2012-06-04 00:00:00,Freewill,Rock,0.99,1,0.99
Kara Nielsen,Denmark,285,2012-06-04 00:00:00,Fly By Night,Rock,0.99,1,0.99
Kara Nielsen,Denmark,285,2012-06-04 00:00:00,Santana Jam,Rock,0.99,1,0.99
Kara Nielsen,Denmark,285,2012-06-04 00:00:00,The Right Thing,Rock,0.99,1,0.99
Kara Nielsen,Denmark,285,2012-06-04 00:00:00,For Your Babies,Rock,0.99,1,0.99
Kara Nielsen,Denmark,285,2012-06-04 00:00:00,Muçulmano,Rock,0.99,1,0.99
Kara Nielsen,Denmark,285,2012-06-04 00:00:00,Zé Trindade,Rock,0.99,1,0.99
Kara Nielsen,Denmark,285,2012-06-04 00:00:00,Lucky 13,Alternative & Punk,0.99,1,0.99
Kara Nielsen,Denmark,285,2012-06-04 00:00:00,Waiting,Alternative & Punk,0.99,1,0.99
Kara Nielsen,Denmark,285,2012-06-04 00:00:00,Drown,Alternative & Punk,0.99,1,0.99
Puja Srivastava,India,284,2012-05-30 00:00:00,Texarkana,Alternative & Punk,0.99,1,0.99
Puja Srivastava,India,284,2012-05-30 00:00:00,So Central Rain,Alternative & Punk,0.99,1,0.99
Puja Srivastava,India,284,2012-05-30 00:00:00,Fall On Me,Alternative & Punk,0.99,1,0.99
Puja Srivastava,India,284,2012-05-30 00:00:00,Infeliz Natal,Alternative & Punk,0.99,1,0.99
Puja Srivastava,India,284,2012-05-30 00:00:00,Esporrei Na Manivela,Alternative & Punk,0.99,1,0.99
Puja Srivastava,India,284,2012-05-30 00:00:00,No Fundo Do Quintal Da Escola,Rock,0.99,1,0.99
Puja Srivastava,India,284,2012-05-30 00:00:00,Que Luz É Essa,Rock,0.99,1,0.99
Puja Srivastava,India,284,2012-05-30 00:00:00,The Power Of Equality,Alternative & Punk,0.99,1,0.99
Puja Srivastava,India,284,2012-05-30 00:00:00,Mellowship Slinky In B Major,Alternative & Punk,0.99,1,0.99
Phil Hughes,United Kingdom,283,2012-05-27 00:00:00,The Wrong Child,Alternative & Punk,0.99,1,0.99
Phil Hughes,United Kingdom,283,2012-05-27 00:00:00,I Remember California,Alternative & Punk,0.99,1,0.99
Phil Hughes,United Kingdom,283,2012-05-27 00:00:00,New Test Leper,Rock,0.99,1,0.99
Phil Hughes,United Kingdom,283,2012-05-27 00:00:00,Departure,Rock,0.99,1,0.99
Phil Hughes,United Kingdom,283,2012-05-27 00:00:00,Zither,Rock,0.99,1,0.99
Phil Hughes,United Kingdom,283,2012-05-27 00:00:00,Losing My Religion,Alternative & Punk,0.99,1,0.99
Stanisław Wójcik,Poland,282,2012-05-26 00:00:00,It's Late,Rock,0.99,1,0.99
Stanisław Wójcik,Poland,282,2012-05-26 00:00:00,Shiny Happy People,Alternative & Punk,0.99,1,0.99
Stanisław Wójcik,Poland,282,2012-05-26 00:00:00,Radio Song,Alternative & Punk,0.99,1,0.99
Stanisław Wójcik,Poland,282,2012-05-26 00:00:00,Get Up,Alternative & Punk,0.99,1,0.99
Ladislav Kovács,Hungary,280,2012-05-25 00:00:00,Sheer Heart Attack,Rock,0.99,1,0.99
Ladislav Kovács,Hungary,280,2012-05-25 00:00:00,"All Dead, All Dead",Rock,0.99,1,0.99
Lucas Mancini,Italy,281,2012-05-25 00:00:00,Fight From The Inside,Rock,0.99,1,0.99
Lucas Mancini,Italy,281,2012-05-25 00:00:00,Sleep On The Sidewalk,Rock,0.99,1,0.99
Terhi Hämäläinen,Finland,279,2012-05-12 00:00:00,We Are The Champions,Rock,0.99,1,0.99
Edward Francis,Canada,278,2012-05-04 00:00:00,Prowler,Rock,0.99,1,0.99
Edward Francis,Canada,278,2012-05-04 00:00:00,Given To Fly,Rock,0.99,1,0.99
Edward Francis,Canada,278,2012-05-04 00:00:00,Off He Goes,Rock,0.99,1,0.99
Edward Francis,Canada,278,2012-05-04 00:00:00,Severed Hand,Alternative & Punk,0.99,1,0.99
Edward Francis,Canada,278,2012-05-04 00:00:00,Inside Job,Alternative & Punk,0.99,1,0.99
Edward Francis,Canada,278,2012-05-04 00:00:00,Get Right,Rock,0.99,1,0.99
Edward Francis,Canada,278,2012-05-04 00:00:00,Alive,Rock,0.99,1,0.99
Edward Francis,Canada,278,2012-05-04 00:00:00,Go,Rock,0.99,1,0.99
Edward Francis,Canada,278,2012-05-04 00:00:00,Elderly Woman Behind The Counter In A Small Town,Rock,0.99,1,0.99
Edward Francis,Canada,278,2012-05-04 00:00:00,Bush Doctor,Reggae,0.99,1,0.99
Edward Francis,Canada,278,2012-05-04 00:00:00,Time,Rock,0.99,1,0.99
Edward Francis,Canada,278,2012-05-04 00:00:00,Hip Hop Rio,Hip Hop/Rap,0.99,1,0.99
Edward Francis,Canada,278,2012-05-04 00:00:00,Rappers Reais,Hip Hop/Rap,0.99,1,0.99
Edward Francis,Canada,278,2012-05-04 00:00:00,Bicycle Race,Rock,0.99,1,0.99
Kathy Chase,USA,277,2012-04-29 00:00:00,O Beco,Latin,0.99,1,0.99
Kathy Chase,USA,277,2012-04-29 00:00:00,Romance Ideal,Latin,0.99,1,0.99
Kathy Chase,USA,277,2012-04-29 00:00:00,Flying High Again,Rock,0.99,1,0.99
Kathy Chase,USA,277,2012-04-29 00:00:00,Mr. Crowley,Metal,0.99,1,0.99
Kathy Chase,USA,277,2012-04-29 00:00:00,Children Of The Grave,Metal,0.99,1,0.99
Kathy Chase,USA,277,2012-04-29 00:00:00,When The World Was Young,Rock,0.99,1,0.99
Kathy Chase,USA,277,2012-04-29 00:00:00,Walking Into Clarksdale,Rock,0.99,1,0.99
Kathy Chase,USA,277,2012-04-29 00:00:00,Slug,Soundtrack,0.99,1,0.99
Kathy Chase,USA,277,2012-04-29 00:00:00,Ito Okashi,Soundtrack,0.99,1,0.99
Jennifer Peterson,Canada,276,2012-04-26 00:00:00,Navegar Impreciso,Latin,0.99,1,0.99
Jennifer Peterson,Canada,276,2012-04-26 00:00:00,Life During Wartime,Latin,0.99,1,0.99
Jennifer Peterson,Canada,276,2012-04-26 00:00:00,Tendo A Lua,Latin,0.99,1,0.99
Jennifer Peterson,Canada,276,2012-04-26 00:00:00,Busca Vida,Latin,0.99,1,0.99
Jennifer Peterson,Canada,276,2012-04-26 00:00:00,Ela Disse Adeus,Latin,0.99,1,0.99
Jennifer Peterson,Canada,276,2012-04-26 00:00:00,Óculos,Latin,0.99,1,0.99
Alexandre Rocha,Brazil,275,2012-04-25 00:00:00,Bora-Bora,Latin,0.99,1,0.99
Alexandre Rocha,Brazil,275,2012-04-25 00:00:00,I Feel Good (I Got You) - Sossego,Latin,0.99,1,0.99
Alexandre Rocha,Brazil,275,2012-04-25 00:00:00,Sincero Breu,Latin,0.99,1,0.99
Alexandre Rocha,Brazil,275,2012-04-25 00:00:00,Selvagem,Latin,0.99,1,0.99
Astrid Gruber,Austria,273,2012-04-24 00:00:00,Reggae Odoyá,Latin,0.99,1,0.99
Astrid Gruber,Austria,273,2012-04-24 00:00:00,Protesto Do Olodum (Ao Vivo),Latin,0.99,1,0.99
Kara Nielsen,Denmark,274,2012-04-24 00:00:00,Vulcão Dub - Fui Eu,Latin,0.99,1,0.99
Kara Nielsen,Denmark,274,2012-04-24 00:00:00,Manguetown,Latin,0.99,1,0.99
Helena Holý,Czech Republic,272,2012-04-11 00:00:00,Revolta Olodum,Latin,0.99,1,0.99
Joakim Johansson,Sweden,271,2012-04-03 00:00:00,The Meaning Of The Blues,Jazz,0.99,1,0.99
Joakim Johansson,Sweden,271,2012-04-03 00:00:00,Paisagem Na Janela,Latin,0.99,1,0.99
Joakim Johansson,Sweden,271,2012-04-03 00:00:00,Para Lennon E McCartney,Latin,0.99,1,0.99
Joakim Johansson,Sweden,271,2012-04-03 00:00:00,Idolatrada,Latin,0.99,1,0.99
Joakim Johansson,Sweden,271,2012-04-03 00:00:00,Live To Win,Metal,0.99,1,0.99
Joakim Johansson,Sweden,271,2012-04-03 00:00:00,Dirty Love,Metal,0.99,1,0.99
Joakim Johansson,Sweden,271,2012-04-03 00:00:00,É Fogo,World,0.99,1,0.99
Joakim Johansson,Sweden,271,2012-04-03 00:00:00,Kickstart My Heart,Metal,0.99,1,0.99
Joakim Johansson,Sweden,271,2012-04-03 00:00:00,Smokin' in The Boys Room,Metal,0.99,1,0.99
Joakim Johansson,Sweden,271,2012-04-03 00:00:00,Smells Like Teen Spirit,Rock,0.99,1,0.99
Joakim Johansson,Sweden,271,2012-04-03 00:00:00,Polly,Rock,0.99,1,0.99
Joakim Johansson,Sweden,271,2012-04-03 00:00:00,Polly,Rock,0.99,1,0.99
Joakim Johansson,Sweden,271,2012-04-03 00:00:00,Sangue Latino,Rock,0.99,1,0.99
Joakim Johansson,Sweden,271,2012-04-03 00:00:00,Às Vezes,Rock,0.99,1,0.99
Wyatt Girard,France,270,2012-03-29 00:00:00,The Outlaw Torn,Metal,0.99,1,0.99
Wyatt Girard,France,270,2012-03-29 00:00:00,Leper Messiah,Metal,0.99,1,0.99
Wyatt Girard,France,270,2012-03-29 00:00:00,The Unforgiven II,Metal,0.99,1,0.99
Wyatt Girard,France,270,2012-03-29 00:00:00,Prince Charming,Metal,0.99,1,0.99
Wyatt Girard,France,270,2012-03-29 00:00:00,For Whom The Bell Tolls,Metal,0.99,1,0.99
Wyatt Girard,France,270,2012-03-29 00:00:00,Frantic,Metal,0.99,1,0.99
Wyatt Girard,France,270,2012-03-29 00:00:00,Shoot Me Again,Metal,0.99,1,0.99
Wyatt Girard,France,270,2012-03-29 00:00:00,...And Justice For All,Metal,0.99,1,0.99
Wyatt Girard,France,270,2012-03-29 00:00:00,To Live Is To Die,Metal,0.99,1,0.99
Hannah Schneider,Germany,269,2012-03-26 00:00:00,Damage Case,Metal,0.99,1,0.99
Hannah Schneider,Germany,269,2012-03-26 00:00:00,The Four Horsemen,Metal,0.99,1,0.99
Hannah Schneider,Germany,269,2012-03-26 00:00:00,Whiplash,Metal,0.99,1,0.99
Hannah Schneider,Germany,269,2012-03-26 00:00:00,Metal Militia,Metal,0.99,1,0.99
Hannah Schneider,Germany,269,2012-03-26 00:00:00,Until It Sleeps,Metal,0.99,1,0.99
Hannah Schneider,Germany,269,2012-03-26 00:00:00,Cure,Metal,0.99,1,0.99
Aaron Mitchell,Canada,268,2012-03-25 00:00:00,Crash Course In Brain Surgery,Metal,0.99,1,0.99
Aaron Mitchell,Canada,268,2012-03-25 00:00:00,Am I Evil?,Metal,0.99,1,0.99
Aaron Mitchell,Canada,268,2012-03-25 00:00:00,Breadfan,Metal,0.99,1,0.99
Aaron Mitchell,Canada,268,2012-03-25 00:00:00,Stone Cold Crazy,Metal,0.99,1,0.99
Julia Barnett,USA,266,2012-03-24 00:00:00,Of Wolf And Man,Metal,0.99,1,0.99
Julia Barnett,USA,266,2012-03-24 00:00:00,The God That Failed,Metal,0.99,1,0.99
Edward Francis,Canada,267,2012-03-24 00:00:00,The Struggle Within,Metal,0.99,1,0.99
Edward Francis,Canada,267,2012-03-24 00:00:00,The Small Hours,Metal,0.99,1,0.99
Patrick Gray,USA,265,2012-03-11 00:00:00,Nothing Else Matters,Metal,0.99,1,0.99
Fernanda Ramos,Brazil,264,2012-03-03 00:00:00,Aloha,Latin,0.99,1,0.99
Fernanda Ramos,Brazil,264,2012-03-03 00:00:00,Será,Latin,0.99,1,0.99
Fernanda Ramos,Brazil,264,2012-03-03 00:00:00,Pais E Filhos,Latin,0.99,1,0.99
Fernanda Ramos,Brazil,264,2012-03-03 00:00:00,Rock And Roll Is Dead,Rock,0.99,1,0.99
Fernanda Ramos,Brazil,264,2012-03-03 00:00:00,I Belong To You,Rock,0.99,1,0.99
Fernanda Ramos,Brazil,264,2012-03-03 00:00:00,Casa,Latin,0.99,1,0.99
Fernanda Ramos,Brazil,264,2012-03-03 00:00:00,A Cura,Latin,0.99,1,0.99
Fernanda Ramos,Brazil,264,2012-03-03 00:00:00,Sereia,Latin,0.99,1,0.99
Fernanda Ramos,Brazil,264,2012-03-03 00:00:00,Heart Of Lothian: Wide Boy / Curtain Call,Rock,0.99,1,0.99
Fernanda Ramos,Brazil,264,2012-03-03 00:00:00,Cérebro Eletrônico,Latin,0.99,1,0.99
Fernanda Ramos,Brazil,264,2012-03-03 00:00:00,A Menina Dança,Latin,0.99,1,0.99
Fernanda Ramos,Brazil,264,2012-03-03 00:00:00,You've Been A Long Time Coming,R&B/Soul,0.99,1,0.99
Fernanda Ramos,Brazil,264,2012-03-03 00:00:00,"Abraham, Martin And John",R&B/Soul,0.99,1,0.99
Fernanda Ramos,Brazil,264,2012-03-03 00:00:00,Everything I Need,Rock,0.99,1,0.99
Bjørn Hansen,Norway,263,2012-02-27 00:00:00,You Shook Me,Rock,0.99,1,0.99
Bjørn Hansen,Norway,263,2012-02-27 00:00:00,How Many More Times,Rock,0.99,1,0.99
Bjørn Hansen,Norway,263,2012-02-27 00:00:00,Living Loving Maid (She's Just A Woman),Rock,0.99,1,0.99
Bjørn Hansen,Norway,263,2012-02-27 00:00:00,Celebration Day,Rock,0.99,1,0.99
Bjørn Hansen,Norway,263,2012-02-27 00:00:00,Bron-Y-Aur Stomp,Rock,0.99,1,0.99
Bjørn Hansen,Norway,263,2012-02-27 00:00:00,Night Flight,Rock,0.99,1,0.99
